price,os,new,model_cpu,core,frequency_ghz,socket,ram_gb,ram_type,ram_ghz,model_gpu,vram_gb,storage_gb,mother_board,power_supply,estimation,link
30000,,no,Intel Xeon E5-2680V3,,,,32 ГБ,,,AMD AMD Radeon RX 580 8GB,,,ANGXUN X99,,,https://www.avito.ru/moskva/nastolnye_kompyutery/kompyuter_7905516300?slocation=621540&context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJFMXl4VlY5Nm1XOWRyNjdZIjt9jNaUAT8AAAA
69990,,yes,Intel Core i5-14400F,,,,16 ГБ,,,MSI GeForce RTX 5060 GAMING OC 8GB,,,MSI PRO H610M-S DDR4,,,https://www.avito.ru/chelyabinsk/nastolnye_kompyutery/igrovoy_pk_msi_rtx_5060_i514400f_7927334775?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJFMXl4VlY5Nm1XOWRyNjdZIjt9jNaUAT8AAAA
1999,,no,Intel Core 2 Duo E7300,,,,4 ГБ,,,,,,BaseTech H61M,,,https://www.avito.ru/tomsk/nastolnye_kompyutery/pk_monitory_odnim_lotom_7867366973?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJFMXl4VlY5Nm1XOWRyNjdZIjt9jNaUAT8AAAA
9000,,no,Intel Pentium Gold G5400,,,,8 ГБ,,,Intel Arc A750 8GB,,,GIGABYTE H310M H 2.0 (rev. 1.0),,,https://www.avito.ru/sankt-peterburg/nastolnye_kompyutery/pk_mini_atx_pentium_gold_g5400_8gb_240gb_ssd_7844604594?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJFMXl4VlY5Nm1XOWRyNjdZIjt9jNaUAT8AAAA
12000,,no,Intel Core i7-950,,,,16 ГБ,,,MSI GeForce GTX 1050 Ti 4GB,,,ASUS P6T Deluxe V2,,,https://www.avito.ru/moskva/nastolnye_kompyutery/kompyuter_s_monitorom_i7_16gb_1050ti_1tb_7346607077?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJFMXl4VlY5Nm1XOWRyNjdZIjt9jNaUAT8AAAA
18000,,no,Intel Core i5-4570,,,,16 ГБ,,,GIGABYTE AMD Radeon RX 570 GAMING 4GB,,,ASUS A78M-A,,,https://www.avito.ru/barnaul/nastolnye_kompyutery/igrovoy_pk_i5_rx_570_7825429759?slocation=621540&context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJFMXl4VlY5Nm1XOWRyNjdZIjt9jNaUAT8AAAA
25000,,no,Intel Xeon E5-2680V4,,,,16 ГБ,,,NVIDIA GeForce GTX 1660 SUPER 6GB,,,Huananzhi X99 QD4,,,https://www.avito.ru/enem/nastolnye_kompyutery/igrovoy_sistemnyy_blok_7903958955?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJFMXl4VlY5Nm1XOWRyNjdZIjt9jNaUAT8AAAA
6000,,no,Intel Core i5-4460,,,,16 ГБ,,,,,,MSI B85M-E45,,,https://www.avito.ru/moskva/nastolnye_kompyutery/kompyuter_sistemnyy_blok_bu_7837218628?slocation=621540&context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJFMXl4VlY5Nm1XOWRyNjdZIjt9jNaUAT8AAAA
13000,,no,Intel Core i5-3470,,,,4 ГБ,,,Palit GeForce 1050 Ti Dual 4GB,,,ASUS H61M-A,,,https://www.avito.ru/voronezh/nastolnye_kompyutery/igrovoy_pk_i5-3470_s_gtx1050ti_4gb_7855012812?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJFMXl4VlY5Nm1XOWRyNjdZIjt9jNaUAT8AAAA
50000,,yes,Intel Core i5-12400F,,,,16 ГБ,,,AMD Radeon RX 6600 8 GB XFX,,,GIGABYTE H610M H DDR4,,,https://www.avito.ru/naberezhnye_chelny/nastolnye_kompyutery/novyy_kompyuter_i5-12400f_rx6600xt_7784746645?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJFMXl4VlY5Nm1XOWRyNjdZIjt9jNaUAT8AAAA
12500,,no,Intel Core i7-2600,,,,16 ГБ,,,Sapphire AMD Radeon R9 280 DUAL-X OC WITH BOOST,,,GIGABYTE 7VM400M-RZ,,,https://www.avito.ru/sankt-peterburg/nastolnye_kompyutery/prodam_pk_s_i7r9_28016gb_i_vodenom_ohlazhdenie_7909611238?slocation=621540&context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIySGlIZTBBRUU0akQ0c1FNIjt9rQjB-z8AAAA
25000,,no,Intel Xeon E5-2670V2,,,,64 ГБ,,,AMD AMD Radeon RX 580 8GB,,,Alzenit X79M-CE5,,,https://www.avito.ru/holmskaya/nastolnye_kompyutery/kompyuter_7767340169?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIySGlIZTBBRUU0akQ0c1FNIjt9rQjB-z8AAAA
3000,,no,Intel Core 2 Duo E6550,,,,8 ГБ,,,GIGABYTE GeForce GT 440 1GB,,,GIGABYTE GA-946GMX-S2 (Rev. 1.0),,,https://www.avito.ru/smolensk/nastolnye_kompyutery/kompyuter_7846461925?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIySGlIZTBBRUU0akQ0c1FNIjt9rQjB-z8AAAA
75000,,no,AMD Ryzen 5 5600,,,,16 ГБ,,,MSI GeForce RTX 5060 SHADOW 2X 8GB,,,ASL H610M-D4,,,https://www.avito.ru/kizilyurt/nastolnye_kompyutery/igrovoy_pk_polnyy_komplekt_s_monitorom_7844930046?slocation=621540&context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIySGlIZTBBRUU0akQ0c1FNIjt9rQjB-z8AAAA
15000,,no,Intel Core i7-2600K,,,,32 ГБ,,,Matrox MGA IS-ATHENA PCI 2MB,,,MSI ZH77A-G41,,,https://www.avito.ru/tula/nastolnye_kompyutery/igrovoy_kompyuter_1060_7828636857?slocation=621540&context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIySGlIZTBBRUU0akQ0c1FNIjt9rQjB-z8AAAA
79999,,yes,Intel Core i9-11900K,,,,32 ГБ,,,NVIDIA GeForce RTX 5060 8GB,,,MSI Z490-A PRO,,,https://www.avito.ru/volgodonsk/nastolnye_kompyutery/moschnyy_igrovoy_pk_intel_i9-11900k_rtx_5060_32gb_7838763181?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIySGlIZTBBRUU0akQ0c1FNIjt9rQjB-z8AAAA
33000,,no,AMD Ryzen 7 PRO 1700X,,,,16 ГБ,,,GIGABYTE GeForce GTX 1660 OC 6G,,,GIGABYTE B450M DS3H V2,,,https://www.avito.ru/belgorod/nastolnye_kompyutery/igrovoy_pk_7949149315?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIySGlIZTBBRUU0akQ0c1FNIjt9rQjB-z8AAAA
52000,,no,Intel Core i5-12400F,,,,16 ГБ,,,MSI GeForce RTX 3050 AERO ITX 8GB,,,MSI PRO H610M-E DDR4,,,https://www.avito.ru/moskva/nastolnye_kompyutery/igrovoy_kompyuter_i5_12400f_rtx_3050_7903599095?slocation=621540&context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIySGlIZTBBRUU0akQ0c1FNIjt9rQjB-z8AAAA
48000,,no,Intel Core i5-12400,,,,16 ГБ,,,,,,GIGABYTE B760M DS3H DDR4,,,https://www.avito.ru/moskva/nastolnye_kompyutery/igrovoy_kompyuter_7803383738?slocation=621540&context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIySGlIZTBBRUU0akQ0c1FNIjt9rQjB-z8AAAA
41990,,no,Intel Core i5-12400F,,,,16 ГБ,,,NVIDIA NVIDIA GeForce RTX 3060 12GB,,,ASUS A7N8X,,,https://www.avito.ru/voronezh/nastolnye_kompyutery/igrovoy_pk_rtx_3060_12gb_12400f_7543052490?slocation=621540&context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIySGlIZTBBRUU0akQ0c1FNIjt9rQjB-z8AAAA
16000,,no,Intel Core i3-10100F,,,,16 ГБ,,,NVIDIA GeForce GTX 1050Ti 4GB,,,GIGABYTE H410m H V3,,,https://www.avito.ru/novocherkassk/nastolnye_kompyutery/kompyuter_7864321037?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIySGlIZTBBRUU0akQ0c1FNIjt9rQjB-z8AAAA
7000,,no,AMD Athlon II X4 640,,,,8 ГБ,,,GIGABYTE Radeon R7 240 OC 2GB,,,ASRock N68C-S UCC,,,https://www.avito.ru/kuybyshev/nastolnye_kompyutery/athlon_ii_x4_640_r7_200_2_gb_8_gb_ddr3_7805268725?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIySGlIZTBBRUU0akQ0c1FNIjt9rQjB-z8AAAA
8900,,no,Intel Celeron N5095,,,,8 ГБ,,,,,,ASRock 775VM8,,,https://www.avito.ru/volgogradskaya_oblast_volzhskiy/nastolnye_kompyutery/nettop_celeron_n5095_8_gb_7822607786?slocation=621540&context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIySGlIZTBBRUU0akQ0c1FNIjt9rQjB-z8AAAA
100000,,no,Intel Core i5-14400F,,,,32 ГБ,,,Palit GeForce RTX 5060 Dual 8GB,,,GIGABYTE H610M,,,https://www.avito.ru/moskva/nastolnye_kompyutery/igrovoy_pk_i5_14400f_etc_5060_280_gts_7902961244?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIySGlIZTBBRUU0akQ0c1FNIjt9rQjB-z8AAAA
30599,,yes,AMD Ryzen 5 7500F,,,,64 ГБ,,,MSI GeForce RTX 5060 Ti GAMING TRIO,,,MSI B650M GAMING PLUS WIFI,,,https://www.avito.ru/cheboksary/nastolnye_kompyutery/igrovye_pk_na_zakaz_ot_chebpc_7620674960?slocation=621540&context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIySGlIZTBBRUU0akQ0c1FNIjt9rQjB-z8AAAA
76000,,no,Intel Core i5-12400F,,,,16 ГБ,,,Palit GeForce RTX 5060 Dual 8GB,,,ASUS PRIME B760M-R D4,,,https://www.avito.ru/moskva/nastolnye_kompyutery/prodam_igrovoy_pk._i5-12400f_rtx5060_7805468905?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIySGlIZTBBRUU0akQ0c1FNIjt9rQjB-z8AAAA
1300,,no,Intel Core i3-2100,,,,4 ГБ,,,,,,ECS H61H2-M13 (V2.0),,,https://www.avito.ru/kemerovo/nastolnye_kompyutery/mini_kompyuter_7891341348?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIySGlIZTBBRUU0akQ0c1FNIjt9rQjB-z8AAAA
17000,,no,AMD Ryzen 3 1200,,,,8 ГБ,,,GIGABYTE GeForce GTX 1050 D5 2G,,,GIGABYTE B350 GA-AB350M-D3V,,,https://www.avito.ru/berdsk/nastolnye_kompyutery/igrovoy_kompyuter_s_monitorom_i_myshkoy_7868643066?slocation=621540&context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIySGlIZTBBRUU0akQ0c1FNIjt9rQjB-z8AAAA
77000,,no,Intel Core i5-10400F,,,,8 ГБ,,,MSI GeForce RTX 3070 Gaming X Trio 8GB,,,MSI H410M PRO-E,,,https://www.avito.ru/urus-martan/nastolnye_kompyutery/igrovoy_sistemnik_7838380712?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIySGlIZTBBRUU0akQ0c1FNIjt9rQjB-z8AAAA
7000,,no,Intel Core i5-3450,,,,4 ГБ,,,Palit GeForce GTX 650 1GB,,,GIGABYTE GA-B75M-D3V (rev. 2.0),,,https://www.avito.ru/nizhniy_novgorod/nastolnye_kompyutery/sistemnyy_blok_intel_i5_s_monitorom_bu_7649508307?slocation=621540&context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIySGlIZTBBRUU0akQ0c1FNIjt9rQjB-z8AAAA
60000,,no,Intel Core i5-11400F,,,,32 ГБ,,,GIGABYTE GeForce RTX 4060 EAGLE OC ICE 8GB,,,MSI MAG B560 TOMAHAWK WIFI,,,https://www.avito.ru/aramil/nastolnye_kompyutery/igrovoy_pk_rtx_4060_8_gb_7596333451?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIySGlIZTBBRUU0akQ0c1FNIjt9rQjB-z8AAAA
28900,,no,Intel Core i7,,,,16 ГБ,,,MSI GeForce GTX 1660 SUPER MINER 6GB,,,,,,https://www.avito.ru/sankt-peterburg/nastolnye_kompyutery/igrovoy_pk_core_i7_geforce_gtx_1660_super_6_gb_ram_16_gb_4584700874?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIySGlIZTBBRUU0akQ0c1FNIjt9rQjB-z8AAAA
8000,,no,AMD Phenom II X6 1055T,,,,8 ГБ,,,ASUS GeForce GTX 750 Ti 2GB,,,GIGABYTE GA-MA770T-ES3 (rev. 1.0),,,https://www.avito.ru/pechory/nastolnye_kompyutery/kompyuter_7532792144?slocation=621540&context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIySGlIZTBBRUU0akQ0c1FNIjt9rQjB-z8AAAA
38000,,no,Intel Core i5-10400,,,,16 ГБ,,,NVIDIA GeForce RTX 2060 6GB,,,MSI B560M Pro-E,,,https://www.avito.ru/moskva/nastolnye_kompyutery/kompyuter_7891288188?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIySGlIZTBBRUU0akQ0c1FNIjt9rQjB-z8AAAA
22000,,no,Intel Core i5-9400F,,,,8 ГБ,,,NVIDIA GeForce GTX 1650 4GB,,,ASUS TUF B360M-PLUS GAMING,,,https://www.avito.ru/saratov/nastolnye_kompyutery/igrovoy_sistemnyy_blok_i5_7549387708?slocation=621540&context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIySGlIZTBBRUU0akQ0c1FNIjt9rQjB-z8AAAA
24500,,no,Intel Xeon E5-2640V2,,,,16 ГБ,,,MSI GeForce GTX 1060 3GB,,,Huananzhi X79 2.49 MotherboardV3.1,,,https://www.avito.ru/rostov-na-donu/nastolnye_kompyutery/igrovoy_pk_polnyy_komplekt_7823452240?slocation=621540&context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIySGlIZTBBRUU0akQ0c1FNIjt9rQjB-z8AAAA
10500,,no,Intel Core i5-3450,,,,8 ГБ,,,NVIDIA GeForce GT 650M 2GB,,,Lenovo H405,,,https://www.avito.ru/balashiha/nastolnye_kompyutery/sistemnyy_blok_4509530651?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIySGlIZTBBRUU0akQ0c1FNIjt9rQjB-z8AAAA
75000,,no,Intel Core i5-12400F,,,,32 ГБ,,,NVIDIA GeForce RTX 4060 Ti 8GB Founders Edition,,,GIGABYTE H610M S2H DDR4,,,https://www.avito.ru/cheboksary/nastolnye_kompyutery/igrovoy_pk_komplekt_7822756891?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIySGlIZTBBRUU0akQ0c1FNIjt9rQjB-z8AAAA
